,0,1
274,ニットベスト,1.0
275,リブパンツ,1.0
276,白Tシャツ,1.0
277,赤チェック,1.0
278,ゆるゆる,1.0
279,スカート×スニーカー,1.0
280,ベロア,1.0
281,ショートパンツ,1.0
282,紫,1.0
283,黒ニット,1.0
284,ベロアスカート,1.0
285,Safari,1.0
286,ボアベスト,1.0
287,黒リュック,1.0
288,白シャツ,1.0
289,ニットスカート,1.0
290,レトロ,1.0
291,ブルー,1.0
292,ソックス,1.0
293,LEE,1.0
294,低身長,1.0
295,グレーのパーカー,1.0
296,ベスト,1.0
297,キャメル,1.0
